Section,SubSection,Action,DedupeKey,Manual Binding
CAMERA,DRONE CAMERA,DRONE PITCH AXIS (LOCKABLE),,
CAMERA,DRONE CAMERA,DRONE YAW AXIS,,
CAMERA,DRONE CAMERA,DRONE YAW AXIS (LOCKABLE),,
CAMERA,DRONE CAMERA,DRONE X TRANSLATION AXIS,,
CAMERA,DRONE CAMERA,DRONE X TRANSLATION AXIS (LOCKABLE),,
CAMERA,DRONE CAMERA,DRONE Y TRANSLATION AXIS,,
CAMERA,DRONE CAMERA,DRONE Y TRANSLATION AXIS (LOCKABLE),,
CAMERA,DRONE CAMERA,DRONE Z TRANSLATION AXIS,,
CAMERA,DRONE CAMERA,DRONE Z TRANSLATION AXIS (LOCKABLE),,
CAMERA,DRONE CAMERA,SET DRONE ZOOM AXIS,,
CAMERA,DRONE CAMERA,TRANSLATE DRONE BACKWARD,,
CAMERA,DRONE CAMERA,TRANSLATE DRONE DOWN,,
CAMERA,DRONE CAMERA,TRANSLATE DRONE FORWARD,,
CAMERA,DRONE CAMERA,TRANSLATE DRONE LEFT,,
CAMERA,DRONE CAMERA,TRANSLATE DRONE RIGHT,,
CAMERA,DRONE CAMERA,TRANSLATE DRONE UP,,
CAMERA,DRONE CAMERA,TRANSLATE DRONE LEFT (LOCKABLE),,
CAMERA,DRONE CAMERA,TRANSLATE DRONE RIGHT (LOCKABLE),,
CAMERA,DRONE CAMERA,TRANSLATE DRONE DOWN (LOCKABLE),,
CAMERA,DRONE CAMERA,TRANSLATE DRONE UP (LOCKABLE),,
CAMERA,DRONE CAMERA,TRANSLATE DRONE BACKWARD (LOCKABLE),,
CAMERA,DRONE CAMERA,TRANSLATE DRONE FORWARD (LOCKABLE),,
CAMERA,DRONE CAMERA,PITCH DRONE DOWN,,
CAMERA,DRONE CAMERA,ROLL DRONE RIGHT,,
CAMERA,DRONE CAMERA,PITCH DRONE UP,,
CAMERA,DRONE CAMERA,YAW DRONE LEFT,,
CAMERA,DRONE CAMERA,YAW DRONE RIGHT,,
CAMERA,DRONE CAMERA,ROLL DRONE LEFT,,
CAMERA,DRONE CAMERA,PITCH DRONE UP (LOCKABLE),,
CAMERA,DRONE CAMERA,PITCH DRONE DOWN (LOCKABLE),,
CAMERA,DRONE CAMERA,YAW DRONE LEFT (LOCKABLE),,
CAMERA,DRONE CAMERA,YAW DRONE RIGHT (LOCKABLE),,
CAMERA,DRONE CAMERA,ROLL DRONE LEFT (LOCKABLE),,
CAMERA,DRONE CAMERA,ROLL DRONE RIGHT (LOCKABLE),,
CAMERA,DRONE CAMERA,INCREASE DRONE ZOOM,,
CAMERA,DRONE CAMERA,DECREASE DRONE ZOOM,,
CAMERA,DRONE CAMERA,TOGGLE PLANE CONTROLS,,
CAMERA,DRONE CAMERA,TOGGLE DRONE CAMERA,,
CAMERA,EXTERNAL CAMERA,RESET EXTERNAL VIEW,,
CAMERA,EXTERNAL CAMERA,TOGGLE EXTERNAL VIEW FOCUS,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW YAW AXIS,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW PITCH AXIS,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW YAW AXIS (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW PITCH AXIS (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK DOWN (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK DOWN LEFT (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK DOWN RIGHT (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK LEFT (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK RIGHT (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK UP (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK UP LEFT (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK UP RIGHT (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK DOWN,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK DOWN LEFT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK DOWN RIGHT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK LEFT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK RIGHT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK UP,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK UP LEFT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW LOOK UP RIGHT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL QUICKVIEW LEFT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL QUICKVIEW REAR,,
CAMERA,EXTERNAL CAMERA,EXTERNAL QUICKVIEW RIGHT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL QUICKVIEW TOP,,
CAMERA,EXTERNAL CAMERA,EXTERNAL QUICKVIEW 120° LEFT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL QUICKVIEW 120° RIGHT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL QUICKVIEW 45° LEFT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL QUICKVIEW 45° RIGHT,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW ZOOM AXIS,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW ZOOM AXIS (LOCKABLE),,
CAMERA,EXTERNAL CAMERA,UNZOOM EXTERNAL VIEW,,
CAMERA,EXTERNAL CAMERA,EXTERNAL VIEW FREELOOK,,
CAMERA,EXTERNAL CAMERA,TOGGLE EXTERNAL VIEW FREELOOK (HOLD),,
CAMERA,EXTERNAL CAMERA,ZOOM EXTERNAL VIEW,,
CAMERA,EXTERNAL CAMERA,TOGGLE EXTERNAL VIEW,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 10,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 01,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 02,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 03,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 04,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 05,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 06,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 07,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 08,,
CAMERA,FIXED CAMERA,TOGGLE FIXED CAMERA 09,,
CAMERA,FIXED CAMERA,RESET FIXED CAMERA,,
CAMERA,FIXED CAMERA,PREVIOUS FIXED CAMERA,,
CAMERA,FIXED CAMERA,NEXT FIXED CAMERA,,
CAMERA,INSTRUMENT VIEWS,PREVIOUS INSTRUMENT VIEW,,
CAMERA,INSTRUMENT VIEWS,NEXT INSTRUMENT VIEW,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW AUTOSELECT,,
CAMERA,INSTRUMENT VIEWS,INSTRUMENT VIEW DOWN,,
CAMERA,INSTRUMENT VIEWS,INSTRUMENT VIEW LEFT,,
CAMERA,INSTRUMENT VIEWS,INSTRUMENT VIEW RIGHT,,
CAMERA,INSTRUMENT VIEWS,INSTRUMENT VIEW UP,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW FREELOOK,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENTS VIEW FREELOOK (HOLD),,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 10,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 1,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 2,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 3,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 4,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 5,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 6,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 7,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 8,,
CAMERA,INSTRUMENT VIEWS,TOGGLE INSTRUMENT VIEW 9,,
CAMERA,SMART CAMERA ,SELECT NEXT POI,,
CAMERA,SMART CAMERA ,SET CUSTOM SMARTCAM TARGET,,
CAMERA,SMART CAMERA ,UNSET CUSTOM SMARTCAM TARGET,,
CAMERA,SMART CAMERA ,RESET SMARTCAM,,
CAMERA,SMART CAMERA ,NEXT SMARTCAM TARGET,,
CAMERA,SMART CAMERA ,PREVIOUS SMARTCAM TARGET,,
CAMERA,SMART CAMERA ,TOGGLE FOLLOW SMARTCAM TARGET,,
CAMERA,SMART CAMERA ,TOGGLE SMART CAMERA,,
CAMERA,SLEW MODE,SET SLEW MODE OFF,,
CAMERA,SLEW MODE,SET SLEW MODE ON,,
CAMERA,SLEW MODE,TOGGLE SLEW MODE,,
CAMERA,SLEW MODE,SLEW Z AXIS TRANSLATION,,
CAMERA,SLEW MODE,SLEW Y AXIS TRANSLATION,,
CAMERA,SLEW MODE,SLEW ROLL AXIS,,
CAMERA,SLEW MODE,SLEW YAW AXIS,,
CAMERA,SLEW MODE,SLEW PITCH AXIS,,
CAMERA,SLEW MODE,SLEW X AXIS TRANSLATION,,
CAMERA,SLEW MODE,SLEW TRANSLATE BACKWARD,,
CAMERA,SLEW MODE,SLEW TRANSLATE FORWARD,,
CAMERA,SLEW MODE,SLEW TRANSLATE DOWN (FAST),,
CAMERA,SLEW MODE,SLEW TRANSLATE DOWN (SLOW),,
CAMERA,SLEW MODE,SLEW Y AXIS TRANSLATION FREEZE,,
CAMERA,SLEW MODE,SLEW TRANSLATE DOWN,,
CAMERA,SLEW MODE,SLEW TRANSLATE UP,,
CAMERA,SLEW MODE,SLEW TRANSLATE UP (FAST),,
CAMERA,SLEW MODE,SLEW TRANSLATE UP (SLOW),,
CAMERA,SLEW MODE,SLEW ROLL LEFT,,
CAMERA,SLEW MODE,SLEW ROLL RIGHT,,
CAMERA,SLEW MODE,SLEW X AXIS TRANSLATION FREEZE,,
CAMERA,SLEW MODE,SLEW YAW LEFT,,
CAMERA,SLEW MODE,SLEW YAW RIGHT,,
CAMERA,SLEW MODE,SLEW TRANSLATE LEFT,,
CAMERA,SLEW MODE,SLEW PITCH DOWN (FAST),,
CAMERA,SLEW MODE,SLEW PITCH DOWN (SLOW),,
CAMERA,SLEW MODE,SLEW PITCH FREEZE,,
CAMERA,SLEW MODE,SLEW PITCH DOWN,,
CAMERA,SLEW MODE,SLEW PITCH UP,,
CAMERA,SLEW MODE,SLEW PITCH UP (FAST),,
CAMERA,SLEW MODE,SLEW PITCH UP (SLOW),,
CAMERA,SLEW MODE,RESET SLEW MODE,,
CAMERA,SLEW MODE,SLEW TRANSLATE RIGHT,,
CAMERA,PHOTO MODE,AUTO EXPOSURE OFF,,
CAMERA,PHOTO MODE,AUTO EXPOSURE ON,,
CAMERA,PHOTO MODE,TOGGLE AUTO EXPOSURE,,
CAMERA,PHOTO MODE,AUTO FOCUS OFF,,
CAMERA,PHOTO MODE,AUTO FOCUS ON,,
CAMERA,PHOTO MODE,TOGGLE AUTO FOCUS,,
CAMERA,PHOTO MODE,EXPOSURE AXIS,,
CAMERA,PHOTO MODE,FOCUS AXIS,,
CAMERA,PHOTO MODE,ZOOM AXIS,,
CAMERA,PHOTO MODE,EXPOSURE DECREASE,,
CAMERA,PHOTO MODE,EXPOSURE INCREASE,,
CAMERA,PHOTO MODE,FOCUS DECREASE,,
CAMERA,PHOTO MODE,FOCUS INCREASE,,
CAMERA,PHOTO MODE,TAKE PICTURE,,
CAMERA,PHOTO MODE,ZOOM OUT,,
CAMERA,PHOTO MODE,ZOOM IN,,
CAMERA,PHOTO MODE,ROTATE X AXIS,,
CAMERA,PHOTO MODE,ROTATE Y AXIS,,
CAMERA,PHOTO MODE,ROTATE Z AXIS,,
CAMERA,PHOTO MODE,PAN LEFT,,
CAMERA,PHOTO MODE,PITCH DOWN & PAN LEFT,,
CAMERA,PHOTO MODE,PITCH UP & PAN LEFT,,
CAMERA,PHOTO MODE,PAN RIGHT,,
CAMERA,PHOTO MODE,PITCH DOWN & PAN RIGHT,,
CAMERA,PHOTO MODE,PITCH UP & PAN RIGHT,,
CAMERA,PHOTO MODE,PITCH DOWN,,
CAMERA,PHOTO MODE,PITCH UP,,
CAMERA,PHOTO MODE,ROLL LEFT,,
CAMERA,PHOTO MODE,ROLL RIGHT,,
CAMERA,PHOTO MODE,RESET HORIZON,,
CAMERA,PHOTO MODE,PHOTO MODE OFF,,
CAMERA,PHOTO MODE,PHOTO MODE ON,,
CAMERA,PHOTO MODE,PHOTO MODE TOGGLE,,
CAMERA,PHOTO MODE,TRANSLATE X AXIS,,
CAMERA,PHOTO MODE,TRANSLATE Y AXIS,,
CAMERA,PHOTO MODE,TRANSLATE Z AXIS,,
CAMERA,PHOTO MODE,MOVE BACKWARD,,
CAMERA,PHOTO MODE,MOVE BACKWARD LEFT,,
CAMERA,PHOTO MODE,MOVE BACKWARD RIGHT,,
CAMERA,PHOTO MODE,MOVE DOWN,,
CAMERA,PHOTO MODE,MOVE FORWARD,,
CAMERA,PHOTO MODE,MOVE FORWARD LEFT,,
CAMERA,PHOTO MODE,MOVE FORWARD RIGHT,,
CAMERA,PHOTO MODE,MOVE LEFT,,
CAMERA,PHOTO MODE,MOVE RIGHT,,
CAMERA,PHOTO MODE,MOVE UP,,
CAMERA,REPLAY MODE,EXIT REPLAY MODE,,
CAMERA,REPLAY MODE,REPLAY NEXT BOOKMARK,,
CAMERA,REPLAY MODE,REPLAY NEXT CAMERA,,
CAMERA,REPLAY MODE,REPLAY PAUSE TOGGLE,,
CAMERA,REPLAY MODE,REPLAY PREVIOUS BOOKMARK,,
CAMERA,REPLAY MODE,REPLAY PREVIOUS CAMERA,,
CAMERA,REPLAY MODE,REPLAY RESET SPEED,,
CAMERA,REPLAY MODE,REPLAY SLOW DOWN,,
CAMERA,REPLAY MODE,REPLAY SPEED UP,,
CAMERA,TRUE COCKPIT MODE,RESET HOME COCKPIT CAMERA,,
CAMERA,TRUE COCKPIT MODE,SAVE HOME COCKPIT CAMERA,,
VR,GENERAL,VR - CAMERA RESET,,
VR,GENERAL,VR - ACTIVATE / DEACTIVATE VR MODE,,
VR,GENERAL,SWITCH PROXIMITY/RAYCAST,,
VR,GENERAL,VR - COCKPIT INTERACTION - LEFT (LOCKABLE),,
VR,GENERAL,VR - COCKPIT INTERACTION - RIGHT (LOCKABLE),,
VR,GENERAL,VR - COCKPIT FOCUS,,
VR,USER INTERFACE,SELECT,,
VR,USER INTERFACE,VR - TOOLBAR TOGGLE,,
MENY,ACCESSIBILITY,TOGGLE SCREEN NARRATOR,,
MENU,USER INTERFACE,TOOLBAR PANEL CLOSE ALL,,
MENU,USER INTERFACE,IN-FLIGHT UI PANEL - ZOOM AXIS,,
MENU,USER INTERFACE,IN-FLIGHT UI PANEL - ZOOM IN,,
MENU,USER INTERFACE,IN-FLIGHT UI PANEL - ZOOM OUT,,
MENU,USER INTERFACE,HIDE TOOLBAR,,
MENU,USER INTERFACE,SHOW TOOLBAR,,
MENU,USER INTERFACE,TOGGLE TOOLBAR,,
MENU,USER INTERFACE,SKIP RTC,,
MENU,USER INTERFACE,NEXT TOOLBAR PANEL,,
MENU,USER INTERFACE,TOOLBAR PANEL MOVE LEFT,,
MENU,USER INTERFACE,TOOLBAR PANEL MOVE RIGHT,,
MENU,USER INTERFACE,TOOLBAR PANEL MOVE UP,,
MENU,USER INTERFACE,PREVIOUS TOOLBAR PANEL,,
MENU,USER INTERFACE,TOOLBAR PANEL MOVE UP,,
MENU,USER INTERFACE,TOOLBAR PANEL DECREASE HORIZONTAL SIZE,,
MENU,USER INTERFACE,TOOLBAR PANEL INCREASE HORIZONTAL SIZE,,
MENU,USER INTERFACE,TOOLBAR PANEL DECREASE VERTICAL SIZE,,
MENU,USER INTERFACE,TOOLBAR PANEL INCREASE VERTICAL SIZE,,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - DECREASE,,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - INCREASE,,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - PRIMARY ACTION,,
COCKPIT,COCKPIT INTERACTIONS,VR - COCKPIT INTERACTION - LEFT,,
COCKPIT,COCKPIT INTERACTIONS,VR - COCKPIT INTERACTION - RIGHT,,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - SECONDARY ACTION,,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - TERTIARY ACTION,,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - X AXIS,,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - Y AXIS,,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - DECREASE (LOCKABLE),,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - INCREASE (LOCKABLE),,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - PRIMARY ACTION (LOCKABLE),,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - SECONDARY ACTION (LOCKABLE),,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION - TERTIARY ACTION (LOCKABLE),,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION X AXIS (LOCKABLE),,
COCKPIT,COCKPIT INTERACTIONS,COCKPIT INTERACTION Y AXIS (LOCKABLE),,
COCKPIT,COCKPIT INTERACTIONS,INTERACTION LOCK,,
COCKPIT,COCKPIT INTERACTIONS,INTERACTION TOGGLE,,
COCKPIT,COCKPIT INTERACTIONS,INTERACTION UNLOCK,,
COCKPIT,CURSOR,CURSOR DOWN,,
COCKPIT,CURSOR,CURSOR LEFT,,
COCKPIT,CURSOR,CURSOR RIGHT,,
COCKPIT,CURSOR,CURSOR UP,,
COCKPIT,CURSOR,CURSOR TOGGLE,,
PLAYER CHARACTER,INTERACTIONS,CHARACTER CURSOR MODE OFF,,
PLAYER CHARACTER,INTERACTIONS,CHARACTER CURSOR MODE ON,,
PLAYER CHARACTER,INTERACTIONS,CHARACTER CURSOR MODE SET,,
PLAYER CHARACTER,INTERACTIONS,CHARACTER CURSOR MODE TOGGLE,,
PLAYER CHARACTER,INTERACTIONS,CHARACTER FIRST PERSON CURSOR LOCK OFF,,
PLAYER CHARACTER,INTERACTIONS,CHARACTER FIRST PERSON CURSOR LOCK ON,,
PLAYER CHARACTER,INTERACTIONS,CHARACTER FIRST PERSON CURSOR LOCK TOGGLE,,
PLAYER CHARACTER,INTERACTIONS,TAKE CONTROL OF CHARACTER,,
PLAYER CHARACTER,INTERACTIONS,INTERACT,,
PLAYER CHARACTER,CAMERA,ROTATE X AXIS (LOCKABLE),,
PLAYER CHARACTER,CAMERA,ROTATE Y AXIS (LOCKABLE),,
PLAYER CHARACTER,CAMERA,ROTATE X AXIS,,
PLAYER CHARACTER,CAMERA,ROTATE Y AXIS,,
PLAYER CHARACTER,CAMERA,LOOK DOWN (LOCKABLE),,
PLAYER CHARACTER,CAMERA,LOOK DOWN LEFT (LOCKABLE),,
PLAYER CHARACTER,CAMERA,LOOK DOWN RIGHT (LOCKABLE),,
PLAYER CHARACTER,CAMERA,LOOK LEFT (LOCKABLE),,
PLAYER CHARACTER,CAMERA,LOOK RIGHT (LOCKABLE),,
PLAYER CHARACTER,CAMERA,LOOK UP (LOCKABLE),,
PLAYER CHARACTER,CAMERA,LOOK UP LEFT (LOCKABLE),,
PLAYER CHARACTER,CAMERA,LOOK UP RIGHT (LOCKABLE),,
PLAYER CHARACTER,CAMERA,LOOK DOWN,,
PLAYER CHARACTER,CAMERA,LOOK DOWN LEFT,,
PLAYER CHARACTER,CAMERA,LOOK DOWN RIGHT,,
PLAYER CHARACTER,CAMERA,LOOK LEFT,,
PLAYER CHARACTER,CAMERA,CAMERA RESET,,
PLAYER CHARACTER,CAMERA,LOOK RIGHT,,
PLAYER CHARACTER,CAMERA,LOOK UP,,
PLAYER CHARACTER,CAMERA,LOOK UP LEFT,,
PLAYER CHARACTER,CAMERA,LOOK UP RIGHT,,
PLAYER CHARACTER,MOVEMENT,MOVE LEFT/RIGHT AXIS,,
PLAYER CHARACTER,MOVEMENT,MOVE FORWARD/BACKWARD AXIS,,
PLAYER CHARACTER,MOVEMENT,SET CROUCH OFF,,
PLAYER CHARACTER,MOVEMENT,SET CROUCH ON,,
PLAYER CHARACTER,MOVEMENT,SET CROUCH,,
PLAYER CHARACTER,MOVEMENT,TOGGLE CROUCH,,
PLAYER CHARACTER,MOVEMENT,MOVE BACKWARD,,
PLAYER CHARACTER,MOVEMENT,MOVE BACKWARD LEFT,,
PLAYER CHARACTER,MOVEMENT,MOVE BACKWARD RIGHT,,
PLAYER CHARACTER,MOVEMENT,MOVE FORWARD,,
PLAYER CHARACTER,MOVEMENT,MOVE FORWARD LEFT,,
PLAYER CHARACTER,MOVEMENT,MOVE FORWARD RIGHT,,
PLAYER CHARACTER,MOVEMENT,STRAFE LEFT,,
PLAYER CHARACTER,MOVEMENT,STRAFE RIGHT,,
PLAYER CHARACTER,MOVEMENT,SET RUN OFF,,
PLAYER CHARACTER,MOVEMENT,SET RUN ON,,
PLAYER CHARACTER,MOVEMENT,SET RUN,,
PLAYER CHARACTER,MOVEMENT,TOGGLE RUN,,
DEVELOPER MODE,TOOLS,NEW GROUP,,
DEVELOPER MODE,TOOLS,MOVE DOWN,,
DEVELOPER MODE,TOOLS,MOVE UP,,
DEVELOPER MODE,TOOLS,RENAME,,
DEVELOPER MODE,TOOLS,ADD APRON,,
DEVELOPER MODE,TOOLS,ADD PAINTED LINE,,
DEVELOPER MODE,TOOLS,ADD PARKING,,
DEVELOPER MODE,TOOLS,ADD TAXIWAY POINT,,
DEVELOPER MODE,TOOLS,ADD RUNWAY,,
DEVELOPER MODE,TOOLS,COPY SELECTION,,
DEVELOPER MODE,TOOLS,CUT SELECTION,,
DEVELOPER MODE,TOOLS,DELETE SELECTION,,
DEVELOPER MODE,TOOLS,DUPLICATE SELECTION,,
DEVELOPER MODE,TOOLS,FIND,,
DEVELOPER MODE,TOOLS,FOCUS OBJECT,,
DEVELOPER MODE,TOOLS,HIDE ALL OBJECT,,
DEVELOPER MODE,TOOLS,HIDE ALL EDITION,,
DEVELOPER MODE,TOOLS,LOCK OBJECT,,
DEVELOPER MODE,TOOLS,PASTE SELECTION,,
DEVELOPER MODE,TOOLS,RANGE SELECTION,,
DEVELOPER MODE,TOOLS,REDO,,
DEVELOPER MODE,TOOLS,SAVE AS DOCUMENT,,
DEVELOPER MODE,TOOLS,SAVE DOCUMENT,,
DEVELOPER MODE,TOOLS,GIZMO SCALE,,
DEVELOPER MODE,TOOLS,TOGGLE SIM PAUSE,,
DEVELOPER MODE,TOOLS,SPARSE SELECTION,,
DEVELOPER MODE,TOOLS,SPLIT EDGE,,
DEVELOPER MODE,TOOLS,HIDE SELECTED,,
DEVELOPER MODE,TOOLS,HIDE SELECTED EDITION,,
DEVELOPER MODE,TOOLS,LOCK SELECTED,,
DEVELOPER MODE,TOOLS,UNDO,,
DEVELOPER MODE,TOOLS,UNGROUP,,
DEVELOPER MODE,TOOLS,VALIDATE,,
DEVELOPER MODE,TOOLS,HIDE LOCK WINDOW,,
DEVELOPER MODE,USER INTERFACE,CLOSE DOCUMENT,,
DEVELOPER MODE,USER INTERFACE,TOGGLE CONSOLE,,
DEVELOPER MODE,USER INTERFACE,NEW DOCUMENT,,
DEVELOPER MODE,USER INTERFACE,OPEN DOCUMENT,,
DEVELOPER MODE,CAMERA,GIZMO ROTATE,,
DEVELOPER MODE,CAMERA,GIZMO TRANSLATE,,
DEVELOPER MODE,CAMERA,TOGGLE ABSOLUTE/RELATIVE DEVCAM MODE,,
DEVELOPER MODE,CAMERA,SET DEVCAM X-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,SET DEVCAM Y-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,SET DEVCAM Z-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,SET DEVCAM X-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,SET DEVCAM Y-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,SET DEVCAM Z-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,SET DEVCAM ZOOM,,
DEVELOPER MODE,CAMERA,FIT DEVCAM TO TARGET,,
DEVELOPER MODE,CAMERA,DEVCAM ROTATION SPEED 1,,
DEVELOPER MODE,CAMERA,DEVCAM ROTATION SPEED 2,,
DEVELOPER MODE,CAMERA,DEVCAM ROTATION SPEED 3,,
DEVELOPER MODE,CAMERA,DEVCAM ROTATION SPEED 4,,
DEVELOPER MODE,CAMERA,NEXT DEVCAM ROTATION SPEED,,
DEVELOPER MODE,CAMERA,PREVIOUS DEVCAM ROTATION SPEED,,
DEVELOPER MODE,CAMERA,DECREASE DEVCAM X-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,INCREASE DEVCAM X-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,DECREASE DEVCAM Y-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,INCREASE DEVCAM Y-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,DECREASE DEVCAM Z-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,INCREASE DEVCAM Z-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,RESET DEVCAM Z-AXIS ROTATION,,
DEVELOPER MODE,CAMERA,SET DEVCAM TARGET OBJECT,,
DEVELOPER MODE,CAMERA,DEVCAM TRANSLATION SPEED 1,,
DEVELOPER MODE,CAMERA,DEVCAM TRANSLATION SPEED 2,,
DEVELOPER MODE,CAMERA,DEVCAM TRANSLATION SPEED 3,,
DEVELOPER MODE,CAMERA,DEVCAM TRANSLATION SPEED 4,,
DEVELOPER MODE,CAMERA,NEXT DEVCAM TRANSLATION SPEED,,
DEVELOPER MODE,CAMERA,PREVIOUS DEVCAM TRANSLATION SPEED,,
DEVELOPER MODE,CAMERA,DECREASE DEVCAM X-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,INCREASE DEVCAM X-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,DECREASE DEVCAM Y-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,INCREASE DEVCAM Y-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,DECREASE DEVCAM Z-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,INCREASE DEVCAM Z-AXIS TRANSLATION,,
DEVELOPER MODE,CAMERA,DECREASE DEVCAM ZOOM,,
DEVELOPER MODE,CAMERA,INCREASE DEVCAM ZOOM,,
DEVELOPER MODE,CAMERA,RESET DEVCAM ZOOM,,
DEVELOPER MODE,CAMERA,DEVELOPER CAMERA LOOK AT,,
DEVELOPER MODE,CAMERA,DEVELOPER CAMERA TRANSLATION,,
DEVELOPER MODE,CAMERA,DEVELOPER CAMERA ZOOM IN,,
DEVELOPER MODE,CAMERA,DEVELOPER CAMERA ZOOM OUT,,
